ITERATION_DATA
~~~~~~~~~~~~~~~~~~~~~~~START-SORTING~~~~~~~~~~~~~~~~~~~~~~~~~~~~
OsorteradIBlock
---------START-STRUCTURE---------
ArrayList
"timeAddAll"	"timeSort"	"timeContains"	"timeGet"	"timeRemove"	"timeSize"
686307292	4691757709	103748709	49280209	712034417	241292
795302417	4616958167	104054750	49870125	708348250	263500
624982417	4704975667	105281000	48562834	747624958	239125
730453042	5061463917	111777583	50892709	798638042	238959
783334125	4929894666	105420125	48694834	724877916	274500
651788959	4661180625	106873875	51131750	756755333	262500
674513292	4623036084	103801750	48199750	693604750	230875
701891833	4633231916	104869292	55062292	740326250	265500
777676042	5200075042	104042792	48560083	699192792	240333
648496708	4631173084	103636416	48625375	735380791	266709
685250167	4974320875	107389583	50427125	773126333	263458
631461625	4652592375	103877167	48993208	734847791	274334
707019958	5045174292	107959375	50070334	756583916	266833
635958917	4926758041	107079708	50675625	748552291	247292
723586875	5266724791	115129166	53701250	806502416	220042
723111291	5194080125	114801667	53371958	781780125	254208
633953541	4641718333	111304500	50656084	751738334	243416
784075541	5425021417	115477041	53627916	792155250	267458
756730375	5544420333	119935625	54423750	819392042	241916
850477625	5838038167	117679291	53636458	809149625	232458
752197459	5538154000	119650000	55701459	854642167	226917
771120708	5554643917	121388791	55755459	839459584	237875
798531750	5822356417	119640666	56034625	858915875	280209
747332209	5642695250	119472584	55744083	852230208	246500
805415083	5658032583	119963625	56177792	854464667	295750
815615000	5629716959	123325875	55643500	837815833	235083
737395875	5656724666	126275375	58935042	871380250	249500
808399916	5655886375	132209125	58946958	877099958	239750
812434291	5779227833	120712541	57742250	842588792	254875
758528750	5721076875	123494042	56153542	873415250	235750
661724333	4682585291	114932792	53861959	846526917	279000
623508708	4739828666	104118833	48821958	739487750	235917
638020458	4660528042	106305917	48940166	721594250	238375
726679750	5242639875	108016125	50172250	785257333	246750
722832458	6152460250	103808333	49296750	798848958	236167
698850167	5035396416	110661416	50217459	776496458	260291
633616542	4633424750	103609791	50499166	690517292	263625
706601209	4999446125	107500834	50105250	807330292	276291
636250500	4629357791	105612709	48690416	697316000	240750
736603459	5187696625	108777917	50688458	780218042	237792
662389792	5105630917	114206000	52424042	766962208	222125
891748666	5395518875	114987500	53563000	787887834	248167
751013292	5450109292	119615334	55811958	830267250	236000
754369500	5736045333	120222042	57366167	801233292	280000
816623708	5517608125	119812333	56384500	864479084	258917
790307875	5696135916	121516375	55759333	857780583	272167
648648791	4644393292	106155583	49577958	777222500	232834
628630833	4655489667	103822500	48670667	685651875	265417
692844708	4754157208	106663666	49076791	704277042	267875
652596333	4792037709	104000791	49557333	748065833	269000
625709792	4709541833	106944958	48625000	735901833	251459
811399958	5774643500	169923084	68191916	905067750	284708
921736042	7022034333	136578791	67376209	974542916	329958
884635542	6612862542	148589917	72426542	1085786958	287334
1106669792	6803630417	131593542	63509666	980665458	278125
808741375	5651821625	122271833	56465833	891351500	260042
905330625	6700065708	148001458	70837042	1003012250	283542
916930917	6815084500	137382792	63357958	1014081833	313708
876814458	6317495375	137990083	64535500	1002607375	270958
825579416	6351935792	121433583	56086667	873849042	265791
818323125	6740945250	131735375	60465958	957836625	266959
808271167	6897292709	133257875	60677292	1041133208	295625
837669167	5987648042	177506708	84338041	1157506292	267542
1016159625	8132834833	136827167	63857958	985689875	341458
853573417	5844573250	121295083	56052042	882320833	275708
881470334	6225735208	150192333	66973042	953532083	293167
894445625	6430183208	130826792	60009833	939458250	262417
829615584	6928819500	147362333	69559083	1106484292	287167
802483916	5670648667	131548708	59406375	892895458	245417
717218875	5386119333	115122791	53568792	811532833	272833
698647458	5216611750	114211583	52038750	806457875	314875
743515625	5384874625	118796000	53752417	800543042	289333
652353583	4682625041	103500208	48561959	754919208	268375
656802833	4756571917	114783083	49894625	706213125	274500
735259916	5506070167	119914791	54396959	801807250	244583
734285125	5354880041	113301416	54411709	797247333	246125
754206333	5224716667	123571167	55652583	861635084	263292
689165875	5366649000	115417750	53740458	825914875	221500
777175458	5538626250	116620375	54054542	863313750	332708
719255416	5374085375	115455833	53765500	814517208	282292
756859291	5517828583	115041750	53467875	857648875	276375
824458416	5633069083	119025375	54027125	818553083	264167
805716709	5736984667	115435750	53691292	826772333	454292
832313959	5999165042	119929917	56326541	886704083	246500
732922375	5401366625	119850416	54712958	826750084	258625
826717083	5402632459	116237083	53882042	817100625	249541
740219708	5466891334	115315500	53884709	828568625	275208
824266292	5959420792	127639125	60779416	963010042	278208
772185500	5224270208	113176250	51980500	867052041	225750
710289250	5262798833	122227166	54180375	820801417	266333
787913792	5423335625	115750750	55899750	806253250	279042
719828708	5455886250	118332416	54886875	822534625	265834
737987917	5346561458	119656250	53935750	799578583	261000
735142584	5275006417	115941584	53799542	820429125	265667
836279125	5386495000	117281583	55705209	830279541	224625
659505208	4945787333	109129333	51984584	770237708	242667
744789500	5513271375	120897791	54265417	848845125	265416
796099042	5406052625	118155417	54749375	816578333	247042
893436583	5581878750	119771083	54843083	832905542	272083
---------END-STRUCTURE---------

---------START-STRUCTURE---------
TreeSet
"timeAddAll"	"timeContains"	"timeRemove"	"timeSize"
6740639791	1337750	5952630208	138500
7102397125	1337208	5961470792	129542
6835628041	1403084	5993496917	127583
7486719208	1513541	6608529625	149209
7144332250	1338791	6032924292	122792
6723809583	1434458	5988851458	143750
6760777875	1341041	5977129833	126750
7035281833	1374167	6010493666	125791
6966279708	1341042	5991674125	129541
8126668916	1370083	6245376750	125584
7212699875	1355709	6340786334	139208
7059791708	1389084	5950936875	131917
7146488291	1519125	6422379917	141125
6810463000	1356750	5981032416	125292
7207758250	1445709	6549464834	137791
7480464541	1503041	6726638750	143875
7348273417	1501834	6992883250	151709
7223492459	1442208	6660132959	147292
7544853042	1499333	6725779458	156625
7597609334	1566000	6853273208	151042
7495645583	1464583	6885296833	154375
7591305125	1739792	7076917333	153375
7408886875	1496167	7249439250	160625
7770067042	1474667	6972593709	164625
7710999458	1499500	6972320000	148500
7685729750	1503208	7239801333	155208
7724031500	1621583	7131797417	159708
7771242584	1675833	7129172750	164542
7804690875	1569875	7195296583	168042
7432850917	1504500	6881553208	156541
7765246417	1992167	7267756667	163875
7166329125	1512458	7418981000	162542
7117165583	1351917	6249814875	138584
7119820083	1330500	5963653042	136334
7063014459	1334333	6027235083	141042
7132615000	1341666	5949758792	123875
7286167125	1439458	6418229792	144084
7178889709	1341083	6064050792	134417
7225493500	1463041	6544967125	139250
7138644500	1357209	5980352292	148666
6937068125	1351709	5976663084	127083
7390485416	1494084	6767038500	144750
7746200209	1548666	7158786917	155375
7702752208	1487875	7027183334	158583
7886294750	1554167	7088968875	157583
7793818209	1498292	6902295000	153041
7754652250	2259375	7563867125	127417
6826909375	1355084	6003238916	126500
6880390042	1383500	6014074583	121000
7003406458	1352083	6023975459	131125
6820678500	1346250	6028168958	121708
7301135625	1355917	6190983791	134375
7754672375	1717250	7012060750	141583
7828034083	1499417	7050659250	154417
9902189416	1682584	8651233791	179625
7679527083	1656917	6926793542	144792
7294381708	1449208	8110555792	174458
8020220666	1564541	7659506708	154708
8523728584	1560333	7158906167	155209
7408753416	1451500	7417317208	152042
7522081208	1563000	6756114083	153500
8190844708	1490917	7341059750	142666
8065959167	1687416	7239879458	157334
7948069708	1539625	7465819542	156208
7860040584	1558958	7019668750	147416
7816252291	1855667	7175356708	158000
8134076791	2018375	6903171708	158500
8006145167	1847875	7859655667	157583
7784071292	1496542	7234468541	186458
7104583708	1492084	6907052083	138125
6980483625	1337292	5934591959	134000
7113902500	1394416	6362757417	135459
7371641625	1363250	10414711834	139375
6687243417	1354167	6273098333	125375
7286538084	1377750	6179139125	119041
7013518625	1347959	5980061333	124917
7032781416	1381667	5977313084	130250
7658094417	1459459	6419934542	140625
7326948875	1433750	6441434042	129417
7278334541	1396459	6364447584	134250
7439893083	1506292	6750105667	144708
7188772750	1422542	6403776750	145500
7262965083	1478917	6487669125	170292
7236586209	1455375	6433407125	141375
7365315834	1442209	6428433791	141792
7199191041	1458750	6385549250	143292
7307370750	1459291	6402058584	145958
8105743916	1808042	6878325041	147625
7013821041	1527750	5950618750	132292
7193691834	1388958	6390625417	141875
7138421709	1467167	6563348209	137375
7057182917	1455542	6605944958	136125
7181557208	1397750	6329673750	136250
6975240042	1365667	6225637708	134750
7234513583	1365167	6327916375	135708
7266315167	1432916	6331754750	137625
7232930959	1443084	6702415417	136542
7313814375	1422459	6349523125	140792
8118661000	1613542	6843403792	139542
7328135750	1412083	6747426291	140583
---------END-STRUCTURE---------

---------START-STRUCTURE---------
HashSet
"timeAddAll"	"timeContains"	"timeRemove"	"timeSize"
989741292	605042	1710680583	150334
932545291	600667	1561443542	155792
977928542	625000	1723518250	155291
1087756042	687917	1703430500	166542
1004201917	690875	1602024250	159709
964312334	869917	1603168084	150708
924688458	606875	1616879042	148041
949521583	615333	1532164417	165417
978978833	607292	1532254042	158375
1012628583	920250	1537250625	173333
990695708	621875	1805391625	190417
979530417	607250	1550959667	156583
1002211667	616041	1748916917	156500
995110042	608042	1684797084	162209
1060410792	648541	1712893000	170542
1067171833	681917	1860561417	161375
1093450750	675042	1821293000	191292
993190833	666417	1735034583	171375
1111159958	686000	1757933250	168417
1165562833	728208	1833435500	166792
1039836000	654417	1849455875	171417
1124092958	914666	1862040833	176833
1130336875	683917	2164924458	185625
1145556500	665125	1883633042	184583
1111793833	669250	1859783458	175959
1107733500	952167	1907143625	171417
1152458875	725500	1880937750	181791
1138444792	762709	1877994709	187125
1140999000	721000	2053325084	179708
1140279167	681250	1835127500	168417
1353701709	1028750	1909168042	178000
998807375	815917	1748556750	154083
950530417	599959	1666119667	165583
994549583	594333	1639896000	151166
992657583	609375	1782668917	162166
994981709	608083	1508412500	147833
979519208	652000	1709341458	182375
991982084	603958	1647853625	159708
1033165625	641167	1702794708	156708
963897417	605333	1797591708	173375
968102792	604750	1619906375	159000
1067626083	677542	1797991208	168708
1158087916	716250	1957835542	189084
1119683375	667083	1826912541	182708
1091056917	717083	1850938708	167625
1070669042	668291	1906776458	178208
1135233083	1118792	1614665292	148041
992712875	609417	1535578167	154583
995591125	618167	1515787958	158916
1017123292	616209	1567751208	148416
981877750	612708	1542632334	153833
1003932041	608500	1552229417	166584
1214766541	1710083	1879329750	171084
1163676333	1252084	2059617250	202000
1347018875	835458	2432494292	203792
1207213625	937750	1818664500	168166
1046139125	656542	2258845208	179958
1109772042	682334	2390379667	168958
1134375416	725750	1940539375	169958
1125135084	682291	1983359000	195333
1125763167	713416	1887362917	169250
1083080834	707750	1838307000	167875
1290090417	811667	2065362333	182750
1127943917	689333	2177086708	174209
1170204459	701375	1968357833	165083
1134351000	923125	2177346458	222792
1147071708	934042	1802156833	180166
1353923708	1229375	2085892541	183583
1164631917	676000	2225999458	181792
1016155042	672458	1837480584	159041
950338500	618959	1543610166	150166
1068282750	690958	1663927250	157417
985147708	612833	1659877500	148875
987747250	610500	1689366208	178958
996072959	1038041	1592127084	154375
1001545667	606333	1666768792	162042
1011749875	627167	1603372375	146958
1064658875	645666	1721143042	163042
1080702042	656750	1659239000	151125
1079014792	640708	1629398625	157334
1149442250	676541	1841520125	156084
1056221750	647541	1978987250	173084
1020303000	664917	1653956042	177250
1082194666	650583	1712038208	166291
1060241750	651542	1755949000	163333
1070061834	658792	1661860709	163375
998894333	675709	1686439500	155875
1174535500	775875	1859209167	160250
992832417	833708	1577829708	160208
1063074291	634750	1812371041	158334
1068024208	649083	1692715875	153792
1060370625	658417	1634006708	156208
1047898084	630625	1792584125	159834
1004845125	609084	1672342792	160750
1038903208	616500	1715532750	159583
1068858208	648958	1682997666	160750
1094499125	666833	1709247208	154833
1052594750	637125	1825856625	152750
1238629083	738750	1803581458	155625
1048335041	627792	1737032417	167083
---------END-STRUCTURE---------

~~~~~~~~~~~~~~~~~~~~~~~END-SORTING~~~~~~~~~~~~~~~~~~~~~~~~~~~~

~~~~~~~~~~~~~~~~~~~~~~~START-SORTING~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Osorterad
---------START-STRUCTURE---------
ArrayList
"timeAddAll"	"timeSort"	"timeContains"	"timeGet"	"timeRemove"	"timeSize"
288935833	9644233292	18505708	210667	39096206750	33417
289163041	9670566542	18502417	208625	39336493792	34333
292976458	9837128334	18357125	211458	38952158375	34042
295978584	9783699458	18704875	210167	41353351833	34709
311050584	10881989250	19399000	215791	41683796833	39291
328356959	10397352750	18782333	211125	43229289708	33500
288908500	9716741042	18731917	210458	39192866167	33125
266792333	9563618708	18383916	210584	38946133125	36292
289688667	10029157833	18568959	208875	40329630917	48791
312338750	11302618333	18537292	208708	39685044375	34792
294995208	9851413875	18643083	224084	39289225209	33416
322679000	10451678250	19408375	215708	42137265291	47208
290888208	9680588417	18606792	208959	38882773625	34292
313679417	10277790166	18732667	206292	41273332000	33875
315300834	10545288834	20123750	216375	41964634708	35083
318532250	11195597333	20877291	234625	43036123125	36041
328901334	11056565208	21040417	222083	43690258417	36833
323077500	10801754375	20784292	222750	43019990916	36042
337221375	11216163959	20365125	223375	43684595208	37333
331875875	11312029916	21037792	232292	44260651125	37208
331638375	11164998000	21457083	233208	45301779500	36125
337022917	11613761250	21611166	232916	44820217291	42334
352175459	11126544625	21162042	231542	44957909041	37333
336280250	11916314834	21970541	246667	44617650291	37916
341138416	11698738958	20846250	233625	45969535792	38458
353866584	11609020166	21633208	249750	45334460250	38375
344868958	11753388375	21293833	230916	45932640167	39167
383714167	11585707792	20768625	231125	46048894250	38000
348974500	11724759750	22047750	230667	46208543458	37958
347013000	11963441333	21986583	243208	46243183875	38000
349044917	11729515375	21970375	247791	45774575292	38875
313082791	10634403042	19467959	209875	41556887541	34708
271561792	9699249375	18957500	211500	41070329500	34250
311245209	9850431417	18523750	211625	39378133375	40916
291015042	9706271250	19663458	498708	38982582417	33958
311055875	10512363875	19767042	215750	41122651750	33667
292273042	9844126833	18643917	210917	41655272542	34583
294626042	9701125667	18520917	211875	39185990792	35208
290248042	9686693667	18667917	208125	41493421042	34417
309841083	11613155667	18453916	215459	39218504417	34333
464972250	10710277583	20156125	223917	42086384334	33625
331689541	11143528250	20127042	224458	42995996708	36500
332539583	11108483292	20877958	236000	43791103750	38292
354229417	11304591125	20624834	234416	44425243916	39833
335437042	11752497958	21041042	232083	44962788833	42417
305591417	11488934542	21208500	230250	45423795084	37042
334087708	12037082333	22075334	244875	45216503958	38083
291480542	9836393791	19309208	219583	39133362875	33125
288685375	9843445708	18400208	211209	39112510500	34083
267581583	9874489625	18544042	208875	39020624666	33750
294660000	9738538500	18732667	212417	39501725458	36542
311391291	9736791125	18558875	208083	39638700416	45834
386833583	12293756750	21460583	237833	48730612959	38833
418340750	12600585459	20872417	235583	46825269250	37458
353655125	12873047125	22967416	725459	57013918875	47250
375376334	10848866167	21125875	328458	45703550750	35583
340871333	11308438250	19997625	225709	43940382833	36250
399594208	12268678834	25739333	263542	51831822458	38167
397630625	12686292708	23200625	247167	50341519125	39958
353559042	11338455333	22856833	236459	45068005542	39959
366864750	11716738250	20830417	236459	46951917167	39708
333648500	11734885250	25101167	251125	45698155333	39625
357781334	12089886166	22551375	247084	49772188375	42542
369537667	11826797458	22727958	236708	48237922375	37125
360936875	11736802500	21101458	239625	48026287708	39750
354656375	11408215875	21585417	237708	46346001291	36250
342859500	12385897708	21160500	235583	45931463291	39041
356664416	12218900042	21243875	237958	48635682334	46375
347873167	11832241375	22233125	237958	50147743791	39667
320492542	10488818500	20119000	225000	45068328125	39458
302711375	10168636375	19407209	212625	40820156000	35250
319825750	10589438750	19477833	229292	42915858625	40875
309402500	10064330667	18629625	209875	39317177708	34709
289556250	10557997500	19302875	212334	39890355459	47583
310721250	10363044041	20261458	221292	41668983166	33833
303983959	9999307000	19032834	210500	40554130500	35875
312430458	10278706709	18852083	207666	41407498708	33542
371347792	11145149625	20071417	215000	43542835666	40125
321493083	10489720375	19332833	215709	42306699625	34875
334590500	10517531500	20122625	216792	42528316250	35125
346889000	11384767333	19428792	215666	45619628583	37459
331254625	10647672084	20896500	228041	43406046125	36583
328097916	10655754875	19526917	215667	42738531708	39375
346682166	10912381917	20039334	225334	43626272333	34875
331036458	10916518458	23260375	446917	44416060167	43417
399868541	10588724000	19335375	210250	42377888458	34625
329134833	10506936792	18829375	207292	44197701167	35375
398778666	10705425666	20035000	214333	44742427042	40750
283649500	10464454250	18654375	209000	41414171208	34000
330144958	11224176000	20876042	223000	43047485792	34833
313230875	10880059542	19491750	217250	42210323125	36708
327950959	10383258791	19414041	213500	42690374875	34500
319826250	10771412375	19764708	214583	43090039958	35292
335835375	10466764000	19436875	226916	42289475250	34291
318736667	10324114333	19233208	210125	43033821541	45625
309362750	10526869791	20429334	223833	42073558416	48583
383182458	11048149042	20162208	224542	44747682458	36416
330444083	10888503167	20465500	218292	43858192334	38083
326906625	15884586625	22040792	251958	47233556458	39792
319746875	10678767000	19419958	215125	43173193750	35000
---------END-STRUCTURE---------

---------START-STRUCTURE---------
LinkedList
"timeAddAll"	"timeSort"	"timeContains"	"timeGet"	"timeRemove"	"timeSize"
511183541	10340366417	76947958	45705458	696725416	51083
489489584	10616674083	79641166	49487625	716053583	68583
490893042	10668495625	76762500	47675083	706280542	62291
507003292	10629956625	76080416	45611208	721590583	59500
514805166	11450448708	80851917	48757500	766104584	80708
520022583	11221052667	94036041	51620333	765700917	67458
495313917	10413065791	78005209	46065500	696579625	54417
490538000	10434020500	75875916	52474375	694288416	75792
494026125	12439491208	77995292	46242709	708055084	66625
516195958	10918691791	76091417	45644125	698490709	65875
497507959	10532209583	76065875	47827791	704482541	58625
519757125	10970891250	81682084	48760917	753768750	65333
543476875	10485654375	78322083	45906209	698871125	69625
532548750	11135496334	79573375	47039542	743285083	64208
515921167	11167060042	85793416	50122417	769499000	63167
530679667	11730053375	87419458	52599667	801918541	59958
551937167	11657949417	89253000	51783625	804230625	75375
537207875	11677209208	83905375	50318750	868135750	70333
553397250	12026550417	88297542	51351500	807786041	68500
552889166	11847030500	87297292	52393833	818283208	56458
543760708	12050575584	91882125	53188667	842932166	58917
559149167	12343957917	91579583	53086625	841722833	81375
564241375	12416147583	90015250	53306291	849655625	63917
558826041	12419989041	92422334	55445417	882111916	66500
559678166	12438889083	89633125	53819291	838155167	68625
565613708	12414957250	94516292	55681958	837020250	69917
570969541	12503749000	92680333	53722792	856607125	70333
567232042	12315477375	89076542	52466750	853130167	76000
564023959	12531963292	92024708	55017417	840544292	66375
569701708	12516697917	91664333	55283500	858406000	62458
587582625	12514151959	92238708	55475167	845302292	61458
528556417	11370908875	80930542	48673458	803920333	60959
493254709	10540277541	77596500	46313541	701996125	69875
520840417	12055289208	76675083	47183625	722938417	59834
491975416	10535184542	76142667	52635458	753885625	116625
508986417	10893132083	81030958	48766291	760059209	69166
504434667	10592415000	82167917	50862625	733431958	67125
672884709	10636352375	76026167	51776042	698413833	68458
495676916	10578672750	76145708	45665958	697627458	64875
529723625	11297989917	76350291	45617792	790131750	69875
514018625	11358196833	87308042	50832792	770209792	75250
525651708	11685288250	85316542	50825375	800293250	60792
552662667	11807278583	87383250	59595709	834465250	81959
567390791	12212000750	87688375	52893416	842728958	72500
572621375	12366340375	87318667	52494667	842151917	71292
548435000	12313103709	89663084	52465584	832860458	58292
562015500	12610527916	93841625	55606125	896797834	58083
489876333	10541868334	79798875	47149666	746848209	54834
488698375	10511186625	77281833	45970792	698701250	57125
489958333	10828391667	76321708	45788333	710399000	55542
512476959	10596121625	77705375	45705500	695849792	67250
489402500	10687622167	76233333	45658625	708601667	58250
743192500	13919702375	88677666	57249083	863180042	58917
724489083	12543064667	92019542	54434292	885348834	61250
661270833	13660527791	98590833	65059666	1172812041	96375
769546875	11780214042	91898708	53334250	888109167	64542
541494583	11578111916	84218500	50439292	805349917	64375
630846000	12931890792	108839375	60814334	1006540459	74959
687872084	14023068042	108711000	66015709	944948958	66667
582490041	11980847083	88982959	52976959	812983625	62834
688513291	13711894708	88518084	53363667	894116375	65708
557322791	12509503542	94125916	56638875	880308083	77000
599541000	12302362958	99190041	56789291	917348250	83708
610319000	13321079333	92666208	54346333	861359250	65333
578197750	12296323958	88538542	53568292	810179083	75958
578765459	12466096417	90625625	53385750	1068976125	65417
599097750	12236301292	88356583	52884792	877022333	71167
629934500	13391144625	91576000	54428333	883546625	98875
619162667	12621176500	92888458	54282375	846325791	60834
534378709	11375718750	84539833	56216334	1167288041	103334
504078333	10947586959	80906209	48629500	747433459	78292
565444000	11589069542	82455667	48989917	805142959	58459
534753542	11055728833	79962291	45983417	750966667	70125
490884333	11124658291	82767459	51696166	723106041	54584
561008584	10890011084	85542541	48443334	761022583	87042
511297875	10951101792	79149208	46905083	739678500	102500
516858500	11111939083	80365083	47344041	780158542	70541
574303333	11926354208	84691500	50547625	781000833	258375
578452417	11491863125	85101125	52904375	787167583	66667
555596666	11610732292	83828625	49707875	774531042	63125
635021459	11933322334	82505167	48835292	788195416	86750
543546333	11343830708	85332625	51431625	903846584	96417
523831500	11689432458	81305125	48739292	772798875	59458
612060042	13560273583	83838333	50352791	830448417	60459
543401416	11878283625	93031333	55972292	924753875	63167
636073667	11499653417	81618000	48851333	775531084	57417
515340958	11448092667	79169333	47533417	758739208	105875
618708292	11718526791	84321667	49663917	801842667	68292
556916375	11456131250	80270292	47471875	777448500	65625
1017599792	13120912041	86726667	50722792	938050250	57000
526419958	11650572250	82483959	49339542	788482125	65625
569049375	11603528375	83652458	48847500	770400625	58709
527044459	12085354417	81705000	48801333	777321000	70875
521061084	11169417375	81556708	49549167	782820791	60792
516548750	11262185375	81208916	48367833	754861000	67167
521664416	11233624125	83167875	50565292	788274333	64083
671737792	12063647667	83799584	50481042	812264875	64500
536885709	11765331958	81690583	50296459	812629875	75208
546127250	12401255458	109083167	59045791	1312977875	75166
567279416	12200891375	82609459	48619542	768561125	69334
---------END-STRUCTURE---------

---------START-STRUCTURE---------
TreeSet
"timeAddAll"	"timeContains"	"timeRemove"	"timeSize"
8707350292	937666	9759882125	34042
8734452167	944959	9841772083	29083
8675254333	926292	9819316042	29167
9109277541	1002500	10424964625	37375
9265849625	1032750	10602501125	30125
8733973584	906500	9724712375	39084
8678147875	908042	9801030292	38292
