ITERATION_DATA
~~~~~~~~~~~~~~~~~~~~~~~START-SORTING~~~~~~~~~~~~~~~~~~~~~~~~~~~~
OsorteradIBlock
---------START-STRUCTURE---------
ArrayList
"timeAddAll"	"timeSort"	"timeContains"	"timeGet"	"timeRemove"	"timeSize"
8696959916	904750	9837318917	29167
8683583375	925958	10452204500	29083
8715849875	902875	9801004792	38916
9215644500	998792	10402962792	30125
8830596750	941084	9909112750	29083
8895702875	1036875	10620041667	35667
8752987250	904042	9780712667	38541
9310343292	1053041	10737253416	36333
9850495792	1102791	10870797917	42666
8909526000	902125	9829964000	29084
9579290333	1114625	11029654833	39084
9696895667	1113792	11152588458	40209
9997097083	1106042	11145058917	40042
10130063791	1092167	11476967542	41208
10111129792	1075250	11495528167	38750
10193969750	1175958	11480665584	34208
10174375292	1107375	11566747750	42666
10111387833	1157125	11759484000	36417
10261548083	1166125	11724117458	40791
10260160792	1196958	11525472416	40583
10115035667	1160708	11680480792	34250
10101339417	1095167	11842104750	42709
10322159416	1170208	11471968500	34375
8778304625	898666	9828364959	29083
8726485625	941000	9783028333	38708
10408185041	921292	10016264208	38791
8842937708	949458	10091912417	40000
9142433250	1067250	10184713542	37834
9188288250	1004250	10033425292	36250
8890386625	902583	9814005666	28958
9106299875	975167	10386099875	35542
9171862250	1005250	11307192458	29084
9075247000	1058292	10500298750	50500
9840717416	1036917	10471204792	36708
9652230083	1103708	10831184666	39792
9995862834	1102167	11046680291	32500
9914435250	1095875	11335726042	40375
9940175667	1163250	11529306208	43417
9945681083	1087541	11595386958	40959
8749134125	913500	9781433791	29125
8682394000	938959	9769427667	38375
8869715083	961834	9770221833	41625
8728166625	982541	9793630042	36083
8778363459	920209	9734363375	41917
9866325500	1264209	11117565958	52917
10514854916	1097625	12658607166	46750
11374436125	1529833	13016982000	42667
13544462750	1241666	16476355834	49833
9594985334	1293709	11452947791	32541
11188169291	1187000	12508527917	39750
11469093834	1243916	12763632167	39708
11218522750	1157875	12373642458	45334
10379390709	1136250	12357816833	45875
9928733042	1038833	11408968042	38542
10093280291	1140875	11559471167	34083
10533688625	1105708	11634929833	44209
10853124625	1170709	13977224542	34250
10620619834	1195458	11543049209	41625
10724168458	1087500	12040481500	34250
10761818875	1171375	12439171625	52167
10665813583	1260083	13176720750	50042
12483421125	1320041	11362839334	40792
9487460625	1040666	10939930833	45500
9023304000	987834	10381600792	40125
9329609834	1025459	10768674792	32500
8770957083	907334	9821497458	38500
9237270167	942917	9851763208	37500
9197971459	1257542	11513578666	32583
9128052750	1060417	10398275750	36750
9171772958	1015500	10547388333	61000
9327400500	992042	10579318542	41458
9965282541	1071250	10739322667	38417
9493376125	1055292	11026679958	32541
9634655583	1092333	11025273292	32458
9369538584	1040167	10749411250	41167
9538984375	1063125	10771305125	32875
10534746875	1305333	11773754625	46708
9540175167	1036208	11051720083	32375
9403322083	1024125	10929546375	32666
9668790416	1042125	10926968959	38750
10376145375	1112791	11626201208	36166
9244325458	1040167	10524553042	37541
9630178333	1093292	10796408708	41291
9607759000	1062041	10879763666	32625
9468800125	1060250	11185179375	32625
9466882084	1035917	10705551458	32458
9341792625	1022500	10543365167	37375
9468555666	1041583	10732067750	38208
9268961459	998833	10355935334	30000
9721571125	1097916	11002292917	41834
9513983416	1092167	10813167167	42667
11275191959	1162916	11264053541	34458
9331921250	1037750	10807555375	31125
---------END-STRUCTURE---------

---------START-STRUCTURE---------
HashSet
"timeAddAll"	"timeContains"	"timeRemove"	"timeSize"
948207416	109584	1704606917	24625
928412208	124833	1655818500	24500
938813875	117625	1715844041	24500
1024079000	126792	1772080125	26583
1069707500	131625	1797332375	32917
793455375	124958	1701106875	29542
941244417	127792	1713989250	25083
946247792	122750	1607156791	24542
933158541	118667	2133662833	24583
927927417	122625	1604464250	29083
1026894458	131625	1831677834	31167
946561625	112084	1627035541	24500
1021155666	131667	1737209375	25500
925171042	124167	1731859167	24875
892291750	125625	1783683542	26250
1089587500	131875	1865387375	27500
804788583	121875	1610476958	24417
1098309375	143000	1819363209	27500
1159929459	129000	1913277667	29209
1070291375	132625	1914400250	28833
1121901167	139791	1903680208	28917
970516875	138792	1421561500	27667
991328375	139583	2045555917	28833
1119688500	130709	1900235500	30583
1139043708	146708	1946440625	37333
1130319417	140875	1929502875	29500
1123434250	154917	1887424833	28917
1183773333	139791	1899130500	35541
1124521000	128416	2059557959	30709
1017622125	139459	1940657875	35250
928324333	121417	1609282958	24500
908102417	125875	1617802625	24875
881471292	115500	1622455291	25292
942823417	147042	1851707583	26459
1015925542	137000	1817268542	28916
858900583	123959	1713750708	25667
927525917	123500	1638014666	24458
1008438708	115917	1698648792	25417
1017667292	119583	1822497125	24584
1014321625	146792	1863373292	26500
910037125	132625	1817156166	25625
928344792	131792	1876270917	28959
1131507167	138083	1979445125	27375
938288583	138500	1902208625	28833
1119997791	140084	1850353208	28958
1123217416	138417	1993759166	28917
927296167	117208	1623603459	24459
798798333	109291	1610940750	24917
957684167	122584	1639175875	25375
937958125	122250	1646331666	25417
973885584	125166	1618124958	24625
1183036042	146792	1979742708	26291
1042591000	132583	2362889959	32833
1754282208	173500	2215236334	30625
1795681916	160667	2068700042	35625
1197584458	161500	1844829167	27333
1296468042	150709	2397930000	30583
1290099041	168042	2200543792	32708
1220508500	140459	2131370708	30709
1136043583	140750	2128666250	27375
1095424625	136292	1992174625	27500
1129361417	136416	1996779667	28791
1180282833	132708	2108791167	28875
1178666833	143750	2086357542	28750
1146570375	150792	2078260666	28917
1158301584	139833	2098660500	28875
1096585750	152292	2246379625	30916
1239608625	160167	2076516833	28875
1320745667	167584	1913542750	28959
1046894125	126125	1888502542	26417
863910291	130250	1757501208	29834
904620750	125292	1885925666	27416
940410500	130917	1628148458	29167
820214209	157750	1716077708	24625
1124313916	342583	1839907333	27417
1000826750	131417	1825241000	26375
876557208	126792	1779983250	27208
1010156333	130875	1816892875	27458
1040109583	134459	1889249084	27500
1122627958	132958	1805568042	27375
1065436250	140500	2018670416	27416
915002208	132625	2059914083	29042
1053337583	135208	1875736708	27417
1301665667	178417	2126421583	27416
895909292	137125	1910245708	27375
1007657916	122750	1878715625	27375
1043203750	132667	1816578375	27417
1113089625	137875	2194294083	37708
1040172209	133042	1792265292	26375
1039626125	136084	1853987375	33333
919558125	125667	1871160542	27417
929910500	125333	1841792584	27333
897780292	133083	1880133042	33000
1002048042	128667	1798244833	26375
1043013542	132417	1813119000	27416
867122625	126292	1735849875	25375
1084874917	140292	1824912250	29500
1096681000	127750	1917558208	27417
1046046875	149958	1995837042	28833
917515834	131875	1797099542	26292
---------END-STRUCTURE---------

~~~~~~~~~~~~~~~~~~~~~~~END-SORTING~~~~~~~~~~~~~~~~~~~~~~~~~~~~

~~~~~~~~~~~~~~~~~~~~~~~START-SORTING~~~~~~~~~~~~~~~~~~~~~~~~~~~~
SorteradIBlock
---------START-STRUCTURE---------
ArrayList
"timeAddAll"	"timeSort"	"timeContains"	"timeGet"	"timeRemove"	"timeSize"
481766750	5568121959	18150291	43583	39096238416	166666
474509833	5546268750	17998542	44458	39076049292	168958
525282000	5500909834	18298875	43167	39021307417	168584
477585500	5557632916	18497084	56500	41243514083	166208
520368750	6065202292	20359166	49666	41940087041	178125
507911792	6026654583	19778083	46708	42095882041	181167
471759625	5569387875	18985875	54791	39019062875	162875
265019542	5458336250	17962833	43167	39042725292	160791
483719375	5487749625	18443292	43459	39031816208	165541
469673958	5626408000	18234667	57334	40906604375	165834
475025125	5850070625	19593000	44709	41607854042	181750
519491584	6154589458	19306375	61750	41632162291	172542
471361834	5497215166	18335875	49917	40072726958	169250
473551041	5510619459	20338584	57250	39813475333	178750
507715625	5930322708	19485959	46916	41793060417	178833
523809833	6237533333	20189875	48083	42657989667	178667
538987375	6245136958	19922875	52333	43113444917	170541
510782500	6050569167	19033000	54750	42523515292	180625
548878500	6425338042	20831875	48083	43419983917	177417
546613125	6398131500	21196083	49417	44489689417	187875
543877292	6432009417	21314250	49708	44712263084	186416
544634875	6541436209	20648667	50166	44939126958	2e+05
589728208	6584506083	20660208	49458	45348436375	198041
559864084	6684844708	22287458	55167	45167943458	186875
586304084	6548158792	21310500	61417	45629391875	183667
588647917	6633427625	21029209	50500	45880860916	197208
593777166	6659155458	20874292	60459	45790583750	184125
565422250	6609689875	21179250	51667	46006998958	186958
582509708	6729130916	21697250	64208	45534007917	187375
574836208	6597342709	21112583	49625	45671045458	194833
578588208	6682356000	21701917	50500	45798407959	188916
485832917	5514904000	18025333	43459	41405645500	170333
292473500	6035538625	19658959	47041	42072346292	164125
501483000	6043851625	19284500	47625	40806278292	163958
564142208	5607338541	18293042	52209	40096886750	169292
470683709	5567433417	18274500	57375	41117357417	166916
522296458	6812939042	20634792	61167	39559282459	177958
578340750	6036056750	18772708	44583	42201831417	165834
472935375	5555305625	18251208	63000	40403572417	166625
476874334	5756453042	19591250	58791	41142308666	171959
472997167	5530426750	18498042	47625	40919789291	169125
548400250	6151898667	20396583	78917	43139700666	176917
524174125	6319650042	21386416	55959	44499214042	178500
579616625	6424750834	21064000	49917	44916602458	188750
545373250	6591653959	22947917	80750	45176985000	189167
319278000	6699249209	20703875	49625	45375919917	189667
584633750	6508046125	21858666	71125	45536355083	184459
476885417	5501824292	18230416	41541	39127134292	169833
495885541	5591356583	18132875	43459	38988444667	165166
278184542	5598784541	17969708	43333	39003430458	166958
493948167	5599447250	17993833	43667	40189273584	165625
490965375	5587609167	18857459	57500	39228545625	166125
629486833	6723560834	41271334	80791	49538765292	195792
636786375	6832388583	22365834	65791	47743415917	220917
373661583	7308104166	24131459	74209	51123260959	453083
652600750	6778947583	20821583	67958	45023005416	210042
609093542	6480739209	20322375	52250	44370823083	173792
686491208	7306562541	22653625	57416	53394220875	202625
724914500	7009503250	22105542	60666	48915745542	193000
707751542	6785597792	21502625	61292	46784848375	186958
682157208	7085569000	24617500	67791	49050719000	232500
630954083	6760709292	31341917	70375	46842434875	184083
583521500	7002131083	23961000	63708	46823433583	186583
751854375	7019043292	23011500	83417	48312340709	193750
775020583	7028991541	22093750	66500	48224854750	204417
641077667	6770994916	22690333	77000	48744605708	184375
582721000	6631334958	23303375	61666	46176200583	181917
635927625	6753805125	21212875	73084	46708009292	194709
630444625	6697771417	21682416	60875	45646157875	195583
579201458	6211913417	20649958	54792	43096517958	169916
503623084	5899309166	19520125	42834	40839830125	168500
540758333	6104790667	19914208	60334	42798410250	186000
531662375	6131348333	20813417	64833	42987073667	175667
475287000	5478313584	18516750	47375	39573928500	163291
496105708	5762344875	18803583	52417	41275853250	163958
532768792	5962155875	19591792	44834	41370189792	168375
524267583	6018022208	19167584	71875	41386282958	172000
573026958	6751476500	20961083	56667	47252481333	176958
526919833	6025300000	19526458	48792	42111456750	173375
753071875	6472358500	20953875	47666	44053870375	177375
299968625	6177708291	20372958	46959	43279853958	231208
561069084	6428005833	20291916	48834	43152089250	174625
593929625	6473800625	20922750	59916	43787765833	171833
626197666	7214078250	21827959	70000	45680962042	195250
584424333	6245689375	21835459	54708	42552768625	170625
541937333	6217477750	20260167	56083	42760177458	337042
546000458	6211397792	20374334	46208	41953070042	174667
776686417	7150469458	22118250	76917	44551173917	176167
301255667	6139300125	19607375	46542	43298958333	175417
547462792	5981460709	19389375	46916	41936288584	178583
563400625	6030230625	19253292	46584	42442071000	172542
528068250	6260783083	20506709	55792	42197265125	178542
566142042	6325868208	20571625	47417	43130485458	182750
550317583	6118045625	19797875	46167	42369004041	176917
604552375	6084377917	20340667	49000	42306969042	172791
535608667	6173633458	20118833	56667	42494179542	174459
509933584	5997566167	20035292	48583	44722864625	206958
569415459	6440401667	20286375	71417	45928714333	184875
563207000	6265228625	20389458	48375	42948220625	172042
535406333	5940432084	19781834	47542	42273885084	181834
---------END-STRUCTURE---------

---------START-STRUCTURE---------
LinkedList
"timeAddAll"	"timeSort"	"timeContains"	"timeGet"	"timeRemove"	"timeSize"
1011910208	6888766750	76130000	47012708	726646709	195916
526889541	6128814958	75361375	45277417	708264708	185333
538669834	6245014166	75914750	48804542	739288583	204500
537623042	6336781000	75728291	45725958	735201583	192500
570411125	6730972500	85743167	50215667	772243875	198708
561562791	6650571208	82342792	50824833	789861000	227459
525074500	6148168292	76400875	46951375	684849250	230500
583721750	6168353125	75684834	45356625	697976542	194292
545002625	6130335375	75605542	45326875	740272000	213125
541853500	6239808083	75557666	45347625	694657625	210667
545093083	6448683500	78541500	46997250	778856208	208125
572483166	6688910083	81115083	48745917	781748834	214125
619580375	6120157250	76337708	46932791	725844083	211125
534743292	6127012000	78022875	47625417	719519334	225708
577417958	6637268625	83170958	48509375	786085250	200208
578108583	6945585167	83659958	50058417	762309250	214959
598623375	6879966208	84151792	50175209	838822791	202667
587594000	6643934708	82909500	48515833	839551667	196917
598534500	6952619084	87410000	51683208	835138208	203042
611392208	6996588709	87008500	52276416	852325625	199000
604312792	7070150208	87118333	52273375	849155791	207167
603316875	7197352542	89175250	52312667	868486834	206375
608560000	7293952167	87236000	52303250	880050292	222125
614926083	7162942416	91760167	53396500	878564375	218500
650933458	7232930000	87904792	56682667	884601750	222625
632665750	7391058750	90687583	52263750	926918417	216500
622526167	7587920833	87220708	53834792	844990000	210667
613100292	7222864417	87612125	52367000	879051958	220917
623270167	7491081875	91697083	55308334	891750333	208000
805883000	7298540417	87864417	52340791	840411291	217917
614952791	7297827834	91871541	53795750	877771583	214334
550186625	6152993667	75612625	45312916	740148000	203167
592824417	6629164666	81139583	48403459	824943875	193500
565366334	6644196667	81226541	49275292	761451583	203584
551170708	6235749750	75715666	45648291	721195000	196791
540744750	6165679375	75486083	45487292	738437417	215208
551807250	6632123750	83685916	48908000	783130041	201584
584052000	6842734791	79378583	46846334	777095958	200084
540396125	6183162084	75293375	46297667	735065500	221000
562217458	6220170875	79793958	46916042	769208792	185209
529640208	6140437250	75862292	45181667	721972959	213083
596292709	6695597166	83562250	50093333	759629000	212916
573509209	6895710875	87407917	51280333	836800458	214500
628078791	7293923791	87233291	52352791	858599666	214583
633987917	7152251208	92609542	56675916	891955666	222750
631097125	7312103166	87097583	52263333	814488583	215542
638175833	7278260708	91768417	56378875	878503917	206083
528869167	6151148333	75248042	45163875	780585292	190666
564757459	6188029375	75287500	45173291	688394125	198542
539876750	6209169959	75641000	45194292	727496416	195000
527539042	6286674000	76922916	45681000	750296291	246834
527739958	6209317500	75312666	45155125	731152834	204375
756447875	7746175750	117296042	74272834	1250388125	217916
702544084	7834240584	93223500	54226625	919056792	258500
723766542	8653756417	100259542	60150625	929619583	242292
676727291	7768927875	88195750	52854750	862703541	254500
637345250	7126651625	84378375	50364792	846278459	220209
773650250	8744314125	94368042	55628417	1028109292	224750
703662292	8051788458	93414042	56035750	998917542	223792
656118500	7634748292	90284334	52731209	920350750	216666
729069666	8022245792	93005458	56628584	924151833	283792
661697167	7663042959	97663000	59292375	933056000	217166
663226458	7673917875	98476541	58502542	926596375	226667
779088167	8018838167	92349958	57607083	957839209	228958
870867166	8427645709	96246708	56722583	905184000	217750
672136625	7776313000	89320459	54984542	1009506375	258916
646429709	7238934792	89069500	52881625	875692125	227541
666961834	7617004000	89430542	54856291	884135459	216709
677429042	7562719750	87976334	52628875	837016792	249541
584604833	7354635333	86100750	50453583	826144417	209791
561121334	6588164375	80777792	47722416	784161000	209292
611621750	6914791833	83507917	50531541	807660958	207792
637315750	6860650459	84596167	53144792	818208542	205375
529794084	6232492167	76137584	45680959	719814209	203709
527078333	6349368375	76654000	45917000	737761625	193708
643633792	6682095500	80556041	47034000	802219208	195334
567786042	6646770167	80978500	49987792	794095834	199583
720783125	7396703084	88520750	51714084	858619500	219542
576040791	6716679167	82081334	48523958	775415458	184542
746248084	7616173417	84250459	50404417	821026292	206375
595022125	6875709542	83740750	49137458	804485083	231166
640630584	7141629500	89041542	50540166	842467208	204500
604677666	7278643166	87491667	50403125	906925625	214542
704479042	7331050666	90409500	60308333	896350250	244625
605885041	6950330583	87685166	51570375	799066208	183917
593859083	6829666250	83648209	50150459	807473416	254959
580551167	6872094917	84243542	53446042	804295583	192583
931398625	8191162833	94183125	55073625	906452167	206708
602114000	7062237917	83518333	48482625	838045083	257542
578984041	6809809959	84230083	48689208	814123833	205250
595014791	6737251291	82395917	48557250	774697125	200792
616702500	6896247959	84662042	50327625	810448333	210584
591042833	7027292875	83563500	49311375	807123291	220125
717999875	6841210208	83577125	49284708	816384833	214958
586012166	6907606750	86657083	50326541	805557041	218041
588775833	6976839666	83732375	50938625	818072916	202750
559130375	6728284166	80854459	48422292	782716666	245333
674409417	7289358750	84435792	53202291	862958167	205542
606126667	7054265250	84009917	50265667	816790959	191083
600281000	6784268958	82847042	48597833	833738875	230292
---------END-STRUCTURE---------

---------START-STRUCTURE---------
TreeSet
"timeAddAll"	"timeContains"	"timeRemove"	"timeSize"
8738821792	1054500	9948873709	151000
8742418000	1055083	9922285625	143333
8575643125	1066625	9943718917	153041
9313160750	1141417	10645029292	150958
8720705209	1048583	10028491208	144375
8556915500	1050917	10019848125	144208
8725847417	1058167	10052796000	147625
8734624208	1064583	9946549000	144833
8766412000	1061667	10072917000	146125
8862346875	1070083	10034575584	163708
9208827125	1092917	10449970583	150250
8736439375	1068375	11279518959	172167
9397087541	1084083	10084816291	138958
8832347125	1063084	9956967166	141875
9218208625	1177292	10896112000	155083
9601957291	1165875	11306895667	160625
10904260167	1074417	10701249417	151083
9686625083	1168292	11051933375	157667
9791022125	1184375	11327928666	162333
10091369458	1240834	11620512208	156666
10050930667	1236542	11624799583	164166
10368783208	1319958	11665495917	163416
9971718084	1252708	11497640250	153292
10396014333	1317458	11821864917	168125
10738534250	1318500	11732616625	169875
10322986708	1324417	11841903541	182334
10334313500	1225750	11669772708	162166
10341903375	1247458	11767030500	164583
10454705500	1326333	11813708333	170083
10448859708	1334041	11949483167	164458
10982887667	1603375	10661940125	161250
9092576875	1065833	9994653625	145000
9524287750	1279125	10833514750	148583
9161196292	1194375	10901782083	151542
9574726709	1086500	10510384375	143042
8871681750	1069500	10176777958	153584
9458670417	1135166	12115805375	155625
9135302416	1101416	10435902666	146333
9293519084	1108000	10499465083	149792
9102702834	1132917	10910716042	143625
8601634500	1060959	10148013208	162292
9485749875	1352625	11086994333	158209
10183858333	1170000	11076554208	165875
9818855583	1239875	11601003125	161042
10037171833	1173625	11268618667	155333
10132086875	1169583	11446538709	160750
8853164584	1050042	10017489083	144667
8717912125	1052416	9989796667	145667
8700525750	1049959	9993728292	147792
8735642375	1070083	9941525083	149625
11090259292	1115000	10197109292	147541
10213505917	1093583	11686181375	150750
10268704541	1254458	12484964042	174667
10540582875	1265417	12226387291	176208
12233598166	1553250	15948772917	185333
10050304375	1187417	12030930250	164083
11037422667	1198625	13387013417	304500
13034267917	1943333	13317694167	178125
10325006708	1244916	12732164208	180083
9854714333	1557333	11621748625	161083
10074967791	1241542	11793289083	156167
10432734542	1248500	12168459000	163875
10904025125	1311292	11887263125	159416
10181274708	1243833	11898917958	156167
10435716125	1250041	11911200708	162750
11001077041	1518708	12856417584	221417
9810997166	1182917	11727937542	255250
10650973250	1330500	12295264417	160333
11129855791	1320500	13342898667	203375
9807420709	1141167	11679102834	175500
8679277125	1119042	10522592292	148292
9165329875	1126750	10767754000	147750
8863460792	1066959	10285184000	145209
8825495792	1137167	10567912750	158542
9112100625	1108208	10635822416	152917
8837139375	1095792	10066548042	356000
8835732042	1096875	10470616666	148125
9346329042	1167834	10695572791	150459
9183752375	1132083	10866428417	147875
9230883375	1162542	10693594083	152333
9723515084	1238333	12182440209	213458
9370210250	1129583	10795999750	148541
9271911000	1149916	10676672125	155000
9085940709	1140750	11091606083	163333
9459420500	1269208	11021077375	160333
9304254375	1132750	10992494000	165792
9424391000	1138917	10950318416	151584
10788308042	1269792	13050895041	174958
8773217708	1098417	10672793208	147667
9234712791	1127708	10949354083	147500
9022263083	1181500	10662687750	153334
9135975667	1130750	10759810542	152959
9269325167	1187084	10792176500	148834
9116639166	1092375	10562429958	145250
9279121959	1137125	10812315542	153708
9283767542	1131709	11057053500	171458
9618862875	1265250	11279305875	148750
9319442875	1129750	10706914750	150750
9389161000	1406917	12167705333	501833
9227560125	1130834	10773433458	149167
---------END-STRUCTURE---------

---------START-STRUCTURE---------
HashSet
"timeAddAll"	"timeContains"	"timeRemove"	"timeSize"
958959500	1037500	1758811583	131166
951888000	662000	1736117542	133500
1001761083	663958	1790763375	134666
1017242167	690209	1800631666	139125
954449083	625291	1942461167	140125
955068375	730959	1784376709	137250
972391375	656583	1799530042	136458
964814375	633334	1704991625	129541
943472041	655833	1690988417	131333
983819750	704458	1718456916	133584
1031350250	684958	1891744208	131208
958575542	663916	1723038041	127458
1012391875	637125	1725220834	133625
954041375	624500	1810448000	127542
1053284375	687500	1848637667	141167
1022667167	701792	2017314750	148083
1457439000	685625	1731365417	127458
1073428208	693250	1875926666	146166
1069503875	1135542	1938096292	147000
1110403292	908125	1946532375	151291
1137490208	752542	1987711750	154458
1267154458	807000	1999390750	153625
1082759166	901500	2081378792	140375
1171782125	997917	2006518250	154500
1146482542	801292	1991602500	154416
1159143125	791792	2125563000	165875
1120468125	743209	2090515209	154208
1150530958	754459	1992861208	153833
1163010042	533833	2442708750	157208
1170586958	779458	2000245375	150584
2132042500	1823959	1715840083	136750
921379333	665625	1734473333	139541
1104646500	749875	1787380917	136000
1048146500	1003959	1916407500	141250
1004624125	673917	1919603209	138000
937477167	1263583	1856996042	149125
1064226250	692958	1820701708	130084
1023202500	664417	1806114958	140542
1025157042	670334	1804407750	156833
1063901166	666875	1878874041	135792
916513667	627709	2038858417	159250
1153851916	843666	1891578500	146375
1080462625	718584	2004411458	154166
1125676792	758708	1944256875	146125
1117155583	715291	1918595791	147000
1098756083	709500	2019504208	148916
952652417	641625	1765213458	131333
945994500	1066250	1709849708	152500
965699709	650750	1714752833	131166
964542500	688458	1705112750	131625
1091622791	1100917	1782419708	133917
970928417	651708	2352467709	135917
1187912292	796041	2255035250	158917
1182292833	1250792	2103883083	167125
1386727375	2720084	2310548500	173333
1118884167	700750	2025527750	157917
1063165542	727625	3172962250	255417
1296646000	1189000	2222231500	167584
1116032459	724583	2272011375	153750
1043122459	5477708	2022322500	157333
1105960792	742958	2083636042	144666
1182149958	762542	2148577417	146750
1185054292	858500	2211839042	152041
1116533750	764291	2135498500	159542
1205275167	766959	2114166375	152959
1256915875	1136250	2278134291	157041
1062459000	722542	1978457875	293417
1226376083	904250	2196856917	199583
1238955167	814250	2589742708	163709
1037530333	659125	2364351250	147416
959736125	1864333	1793093375	138791
1029836666	705291	1893244750	143041
1086675583	627708	1740516208	129083
983323583	977875	1986009792	130333
1000143542	666875	1836982292	137208
961920667	663959	1866592792	137042
976506583	677250	1825254834	140667
1021651417	671000	1823222584	157125
1056084875	671417	1951683083	140875
1024331625	706416	1929085042	150875
1220797584	769000	2089890750	175417
1049684583	738792	1960664333	141042
1075709083	700792	1843806250	149792
1063013625	699500	1957819583	147125
1065135042	1399125	1940738666	156833
1010857292	668500	1883032209	140875
1058025291	699416	1902541417	141583
1218340000	854416	2124819542	156750
996809042	672791	1796403333	135917
1053880209	676541	1927173500	141167
1032738625	895250	1852161209	140833
1043937458	1105042	1844816708	146000
1083593666	727667	1935565333	140584
1014747334	646958	1821330334	135875
1043966916	686458	1850919375	140958
1024757041	690417	1929045208	153833
1082457166	716958	1930599625	141584
1039482334	686083	1935662000	168875
1185469750	898167	2353112708	175459
1019485375	669250	1892917625	136291
---------END-STRUCTURE---------

~~~~~~~~~~~~~~~~~~~~~~~END-SORTING~~~~~~~~~~~~~~~~~~~~~~~~~~~~

